Name,KBOB Category,Type,Matching Scenario,Data Structure,Model,Design Stage,Language,Entries Count,filename,precision,recall,f1_score,f0.5_score
Fenster-Pfosten-Brett-VF_PFT_MET_50-x-290-x-2600-9774242,"Fenster, Sonnenschutz, Fassadenplatten",IfcMember,Precise,Element,zwhatt32,Developed Design,German,1,Fenster-Pfosten-Brett-VF_PFT_MET_50-x-290-x-2600-9774242.json,0.0,0.0,0.0,0.0
Basic-Wall-WAN_ASW_MW_145-10993756,Mauersteine,IfcWallStandardCase,Ambiguous,Element,zwhatt41,Technical Design,German,3,Basic-Wall-WAN_ASW_MW_145-10993756.json,1.0,1.0,1.0,1.0
Basic-Wall-Exterior---Brick-on-Block-138062_L6,"Mineralische Platten, Schüttungen, Steine und Ziegel",IfcWallStandardCase,Ambiguous,Target Layer,Duplex,Developed Design,English,3,Basic-Wall-Exterior---Brick-on-Block-138062_L6.json,1.0,1.0,1.0,1.0
Stair-Concrete-716803-1,Beton,IfcStairFlight,Ambiguous,Element,LTU,Technical Design,English,10,Stair-Concrete-716803-1.json,1.0,1.0,1.0,1.0
UnnamedElement,Metallbaustoffe,IfcRailing,Precise,Element,KIT_SmileyWest,Concept Design,German,1,UnnamedElement.json,0.5,1.0,0.6666666666666666,0.5555555555555556
Basic-Wall-WAN_TWÄ_GK_100_VS-4246877_L1,"Mineralische Platten, Schüttungen, Steine und Ziegel",IfcWallStandardCase,Ambiguous,Target Layer,zwhatt32,Developed Design,German,4,Basic-Wall-WAN_TWÄ_GK_100_VS-4246877_L1.json,1.0,0.75,0.8571428571428571,0.9375
Column-Planed-Wood-38x145-946122,Holz und Holzwerkstoffe,IfcColumn,Ambiguous,Element,LTU,Technical Design,English,5,Column-Planed-Wood-38x145-946122.json,1.0,1.0,1.0,1.0
Fassade-Ecke-EG1-FAS_ECK_EG-12651885,Metallbaustoffe,IfcWall,Precise,Element,zwhatt51,Technical Design,German,2,Fassade-Ecke-EG1-FAS_ECK_EG-12651885.json,0.6666666666666666,1.0,0.8,0.7142857142857143
Systemelement-Profilglas-15----mittig-21414704,"Fenster, Sonnenschutz, Fassadenplatten",IfcPlate,Precise,Element,zwhatt_xrite,Concept Design,German,1,Systemelement-Profilglas-15----mittig-21414704.json,0.3333333333333333,1.0,0.5,0.3846153846153846
M_Single-Glass-1-0813-x-2420mm-0813-x-2420mm-171853,Türen,IfcDoor,Precise,Element,Duplex,Developed Design,English,2,M_Single-Glass-1-0813-x-2420mm-0813-x-2420mm-171853.json,0.4,1.0,0.5714285714285714,0.4545454545454545
Basic-Wall-WAN_TWÄ_MW_125---EI30-11161798,Mauersteine,IfcWallStandardCase,Precise,Element,zwhatt51,Technical Design,German,1,Basic-Wall-WAN_TWÄ_MW_125---EI30-11161798.json,1.0,1.0,1.0,1.0
Beam-HE-HEA120-2415251,Metallbaustoffe,IfcBeam,Precise,Element,LTU,Technical Design,English,1,Beam-HE-HEA120-2415251.json,1.0,1.0,1.0,1.0
Floor-Galerie-Fussbodenaufbau-1353081_L1,Bodenbeläge,IfcSlab,Precise,Target Layer,HiLo,Technical Design,German,1,Floor-Galerie-Fussbodenaufbau-1353081_L1.json,1.0,1.0,1.0,1.0
Precast-Stair-Stair-3039290-Run-1,Beton,IfcStairFlight,Precise,Element,zwhatt31,Concept Design,German,2,Precast-Stair-Stair-3039290-Run-1.json,1.0,1.0,1.0,1.0
Basic-Roof-Bef-TRP70-1206363_L1,Metallbaustoffe,IfcSlab,Precise,Target Layer,LTU,Technical Design,English,2,Basic-Roof-Bef-TRP70-1206363_L1.json,0.3333333333333333,0.5,0.4,0.3571428571428571
Basic-Wall-Interior---Plumbing--152mm-Stud--144138_L2,Metallbaustoffe,IfcWallStandardCase,Ambiguous,Target Layer,Duplex,Developed Design,English,3,Basic-Wall-Interior---Plumbing--152mm-Stud--144138_L2.json,0.5,0.3333333333333333,0.4,0.4545454545454545
Sockel-gerade-PAN_BET_2-735---h5-13-11944128,Beton,IfcPlate,Precise,Element,zwhatt51,Technical Design,German,2,Sockel-gerade-PAN_BET_2-735---h5-13-11944128.json,1.0,1.0,1.0,1.0
Floor-Floor_Holz_40mm-21756579,Holz und Holzwerkstoffe,IfcSlab,Ambiguous,Element,zwhatt_xrite,Concept Design,German,8,Floor-Floor_Holz_40mm-21756579.json,0.75,0.75,0.75,0.75
Floor-BBA_ASP_120-11419651,Bodenbeläge,IfcCovering,Precise,Element,zwhatt51,Technical Design,German,1,Floor-BBA_ASP_120-11419651.json,1.0,1.0,1.0,1.0
Floor-Floor_Linoleum_5mm-21756586-2,Bodenbeläge,IfcSlab,Precise,Element,zwhatt_xrite,Concept Design,German,1,Floor-Floor_Linoleum_5mm-21756586-2.json,1.0,1.0,1.0,1.0
Floor-DCH_BLECH_53-13862065_L1,Metallbaustoffe,IfcSlab,Ambiguous,Target Layer,zwhatt51,Technical Design,German,9,Floor-DCH_BLECH_53-13862065_L1.json,1.0,0.6666666666666666,0.8,0.9090909090909092
1OG-Fenster-1-1,"Fenster, Sonnenschutz, Fassadenplatten",IfcWindow,Ambiguous,Element,KIT_SmileyWest,Concept Design,German,11,1OG-Fenster-1-1.json,1.0,0.4545454545454545,0.625,0.8064516129032258
